user_address,itemID,amount
0x4572192ed1dee5fd0f8f07269be4ef3e3e270715,6,2
0x86aecfc1e3973108ce14b9b741a99d3466127170,6,13
0x118b427af645e5e696e6da748bd66ac8e4f5e9a8,6,13
0xf8856124ea157d6f26472e38224ee6744ad13af3,6,7
0x34ec9c1d89ce8afa701d079fd908fca95f49667a,6,13
0x557d54845cbf495dede393790132ca23d351e524,6,3
0x54688a441c8e9f17253038ff8a4336b679c02a4b,6,2
0xc415040996590a6eb82ebb2b323b3fae84268e5d,6,1
0x77f9e6516d6f677d6e30fd165afcf3a802d33006,6,1
0x18ff82db18f7e99a03d93b9f12deec82a3d81498,6,1
0x026ad6ecd5124809d5f3b393f6a94ac195ca55b9,6,2
0xcae3a7dda3f0c02f17b2e88240c43c114e8a1097,6,1
0x771eb3aa45dfa4db5cb9a4c45765cf2cfac1d373,6,2
0x985116f8c174fe13325d36685424d1796cc11f51,6,9
0x0000000000000000000000000000000000000000,6,4
0xd7a7f62dc4082637868f64767cbcaf36844e4dee,6,1
0xff67a86a01c7c90b0c3f3a26b65c25f432ec1751,6,3
0x817887f7537ca8ae5409cb68c23242ee66a71557,6,3
0xb222525a29c7f35d826b3832501d5e980498ae63,6,4
0xcbc73c8c9b7bad765515519260b81fd61daf46af,6,1
0x69a77b9ca4d106690751866360f7bb5952b2666d,6,1
0x549e38b0aec4af720f2a655edfa07b8bc5294a70,6,3
0xa1301bc880de06b84be4d9150105c6b8cc6202b2,6,2
0x5da5f4c020f856abdb168fd35c957d6006ba2ede,6,4
0x0584ca5e6c86f8040ed149cbcc2dabcc03084554,6,2
0x89acf7ab45cee42880baaaf92b8f751c010ed8f1,6,1
0x541163adf0a2e830d9f940763e912807d1a359f5,6,4
0x1d4ddcb0e96d99f417919bc9c94b8348dc837a32,6,4
0xa72511883e1d69b63ec7c744dca756a7a698d0ae,6,1
0x5caa51152124bc0c99bc5699911555c743892ea1,6,1
0x034961ef5fd3f25dbb91440ad3ce0a119e875847,6,3
0x409ceb81bb143a400b02445ca273b37720b7665e,6,5
0x6e59d37708a0a05109a9c91cc56ae58dc5cee8fc,6,1
0xf0f8d1d90abb4bb6b016a27545ff088a4160c236,6,2
0x81312ad57ef129a6cc8c3ffc16816f7b512e0636,6,2
0xb53cf0a586973ab15c0a045990d06b4fa083dd5a,6,12
0xd6976ce3c35c4079428700f51763b381c4a50ca2,6,1
0x8b200f4c81c54d9014b4cda3f16501069fa20ab9,6,6
0x1c8915f70850873a03df2d6cdba71b226bcdfeb3,6,2
0xa7f1c77998bae58614be010ad2a806639e280056,6,38
0xe0c74c6ac956dba68797d76f77f1f5a52258aa7e,6,5
0x4fa8e8bef04b0b072cb10ba8e18d9b4dd580d75a,6,1
0x7d1368528d8dd105368c91700f1ac30d81628794,6,14
0xb8a804da05abf0ee96d61f5e4bedb59e7f8fab2f,6,2
0x4497c5d40f41b43d8c8993f7486955a5b1cd95a6,6,3
0x790c815d43c78e2223c215c91cde9a9f7510855b,6,7
0x373c52a766d5b71d68064addf18c7a25c2afe6b6,6,4
0xc73bdce2169b916ce599486d6c26a32f52fce512,6,1
0x907e7fe9303875496ca588a363a2e2684ee65fc7,6,1
0x4176d5d5813bb33f1761dbef41107ec1728062f6,6,2
0xc99df6b7a5130dce61ba98614a2457daa8d92d1c,6,12
0x6541e84af0b25f3e084e9ed17d8f255a12d125d3,6,2
0x6360ea0e3af36b7b51cf7e4f810370dd5a8cdc0f,6,2
0xb4845049cf818dccd320eb715c1a475b0cffa1c3,6,2
0x447acbf33e14b2d8d831cb83afe0fb66f26509dd,6,3
0x1c097a37e652051bbf3d7a05ad11760242050712,6,4
0x73b46a49e5f92480710b07be849500b772b6a995,6,13
0x7d7c9ac6c7e950b356dd3f801a79f55ed284a157,6,2
0x50711245990a647df223a7231d858a141e0fe9da,6,3
0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,6,13
0xaec7d9e4216758e88b926695df4a6d47abccc0ef,6,1
0x4ada1b9d9fe28abd9585f58cfeed2169a39e1c6b,6,1
0x2f3045ce8f70757e5cbad58215134aedaf2e4ca4,6,1
0x85f3dafd99b5279cea53ffc5901e05abcbb5d6da,6,4
0x7e4724c60718a9f87ce51bcf8812bf90d0b7b9db,6,14
0x6a570901c5d08f4f3aeb4b4e33fd8c0d90d7302c,6,1
0x82131e86d080312e13605aada6538a94df5b41a5,6,3
0xbe79d8b538811f77bee5e5b74d9d93f6e76db7be,6,5
0xee91345e3c0f668f7ed503b416ddb2d618e4e2c8,6,10
0xd757f002d43dcb8db9a4e43a8350aa8cccdc4e4f,6,17
0x8284ab17cbfece9be432f9697ad4febbf2ab67a0,6,3
0x47ea0ab486f9d00f16d9f248e3388586e061f7f8,6,3
0x60523cd3f5cf0061c6f042545371fa6ff8cd397b,6,12
0xf7b18e107eb36797f4ce36de756630b9c30969ad,6,1
0xc278592e0566075bd3e32b139c4ea768904f93fd,6,2
0x9ff84b91998df96a6587db8dde8d4e47518107d6,6,11
0xebb5f8c3d931f9efc644e3f61801a2f72d3c1d2e,6,6
0x7556cc553036e8e67ca77b72fca81657988de13e,6,2
0xad6034c145530682ed7643478b6678e2e2bbaad6,6,1
0x262944448ec574dd5f82136964bbf189cc1ab579,6,10
0xc7ab6d49978804bbc3b511e64440a6c9b6fd791d,6,2
0x04c55912af70c59cefbc350eb864071f24835fcf,6,1
0x54c1530628a67c3ef537f01712b9bb517acdaec2,6,1
0xdf631777df4debcbcd647e85bdcb868b43663ba0,6,6
0x8b77d38a521896b2447136d451bf4e3c05eef0a5,6,16
0x407900a16df05b1592e77f40ea87410baecdd8fe,6,3
0xaec41d6c79ee13f26f4982106463a0bbd6cc31dc,6,3
0xb90e06d0e812d9ac7aeab8706c2eb45030b66ccf,6,1
0x03f2b3ff6c8dd252556a0e15b60f9d1618dddf3b,6,2
0xe72c6549b3436094d9013a2e5d5ebb3357ec232d,6,2
0xed3bbbe2e3eace311a94b059508bbdda9149ab23,6,6
0x505d867c40931bf56393f23cfa766fff8fa406e3,6,10
0x8af4277c5e84158494e2ee4cdef463f87abdae4c,6,3
0xfbf9f4db8db1386464aef8d09bccfc26979aff46,6,2
0x665ac2c32a6484d5bb4baa5bb81e7fd2780fcbe2,6,2
0xd1bbca0dfde1f51ccd17e33de1a7ead48faa1d68,6,2
0x5c5a4ae893c4232a050b01a84e193e107dd80ca2,6,16
0x59e9f8f07f9d339c48c8521af341a1a2337a9e22,6,20
0xd98695e2fce07e908c9f523387b1b1f8eb9d41ec,6,3
0x314ad39c842b0865cdc48fb5e1688313ccda463e,6,1
0x6282e24baaaf04c984e8ae7cd0c763709743cf9d,6,5
0xfce34de84d16850dc312905f664f8dcbcae24fb0,6,1
0x9d8f17c2445eec73739a0332b4f48b6f304ced91,6,2
0x84beaed15e8ec63a6d6f6787b0cc5efb52724f08,6,1
0xbb60f9f245505f3d132974169be1c01aa68f66f7,6,1
0xd4d8564baace86315f02e91d1afd54a5979719e3,6,2
0x4dae5b5bf3dc068bdfec47b8b402aff28fe6707f,6,3
0x92d36907742202626a13f2f02b22f6cc43e44073,6,1
0x59e5fe3a536d2fa69614e0a0692f5c6e3d6dcbfc,6,4
0x765673f668ce57b633fc2c5ef4b3633fcf503b2e,6,1
0xcbd16aa19e13932848d52da55a0b62cab5056ae6,6,2
0xea651e5b72751f1d2e36255f5f59792c84cd856f,6,2
0x0ae02e7723ff745bc759ecfc0726633e09f42c9b,6,1
0x4855669a87fd01186206a778469bcf74441ff870,6,1
0x68057266b9e20a60c55d7b50eb6f22117b1eb842,6,16
0x738fab62d1f74cd829efed06057a7de09206e6ab,6,3
0x4083fe56ed8e2784cd720ec6851a01e7e931076b,6,6
0xc91ec32c3d8f0ff7cd76c500579c744c97af08fb,6,1
0xf48b4c067b4816dbc0a65333e9e81ca6d8a17002,6,7
0x287734a403fa2b3db2766e0bc61dc2f91cd59c11,6,3
0xbb6182a3de745892dd68f50f3ebc890ba4719de1,6,1
0xcc5a3762616a38a2b9c70b6efa99323fa4ad6ea4,6,8
0x176b8c8dd7657a011fcac694364e69cf011980e9,6,1
0xb71d05cf5cdf7a9b15b20b9aab5e91332c271c96,6,10
0x267baa462d4783959683b305e0ced910340bfdcf,6,2
0xf5b34200f6e6f8aa07a02af30596f970d3f400e9,6,6
0x26a0d17f741f5fba809e45a2ad1e68b19550fcbe,6,9
0xa03d1648be58e6957c81c1c201236e189b6ee6af,6,16
0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,6,59
0x75c32299da1395c5ba98c6e213f0deb1320a33cb,6,14
0x86f5badc9fb2db49303d69ad0358b467cfd393e0,6,16
0xe2ed8448c47b00d505abbdee375c346b4c40d09b,6,18
0xe3b770e066873758bff812892b925da195b78da9,6,3
0x83c0219e7166d28e98705ac87e0d14f06551a3e3,6,1
0xfe32cb2bb7c4f1fcad4f4f6cfc2fec7b50987d12,6,1
0x38798bfb6016beeeae2b12ed1f7ba2c9bb49334f,6,6
0x3c803a58e42d5e78475b185dc9b055df16e86c6e,6,1
0x6422bdc46c17cddae1ff4856b81ebaf47af0dcb9,6,1
0x09226eac6c5ebc4340a2bff802a8be4dfddfd577,6,1
0x4a6f00fd13e2695a3f056510def18f17d03c9b0c,6,2
0x4b08fa02d3a7d176cde85eda78af8080281647a6,6,3
0x54021e58af1756dc70ce7034d7636de2d2f1fa74,6,10
0x61477eaa5e33400acc353390ca001be0eb706eb4,6,3
0xcc84cc9462e4f1f45597c584123ee31cd7e5864b,6,1
0x7bf4d5e579a26dd09f1dddb2391566e7ba575b5b,6,2
0x1f17e5e7796b0d0f69a8e57a200aaa94affb81a1,6,1
0xacd8c60b697e75323e84ee50193138f17ab53c88,6,1
0x982ebcde433607266e8c22a8d348a1cce2eddc21,6,1
0x3742f0fd8fce40411c450e74d270d4d5faaf92fd,6,9
0x43fa84812f94304f9630516e1e8ef49c120e822c,6,2
0x77f41d8a529fc1f77bf32992c9d98ca666bb053f,6,4
0xd07ee1049929e97680f7bb176721ea1e6114f42c,6,4
0xacbe330a0a7cd2cd45a4589102c2a5823e47a6b4,6,1
0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,6,19
0x6dba7f95386e4129f92b59482fa356bc74f29c5b,6,1
0x8d9c3d770447ce09099b3d13316d1543323c31b1,6,1
0x3714885d322ec50e4750094aac3f5f7e3fb8f32f,6,2
0x943366565694e06dc8eeb3ca7a75c33fcb8956b3,6,1
0xd10242803c5a2b8767eb89d5360131a98021cb7d,6,1
0x830437c8d234c61ae6bffbc11f2b885e6e934554,6,3
0x59c3d7966837e8c6b96251b6ea0ef2cd4b17015c,6,3
0x875425af9bea816f87cec7622b49f434fb6a8166,6,2
0xe23da0be88c9b56c815c0525e5c1c687a99a8def,6,2
0x3ba960aeb77b01476cfef7838b40aa9016b0e3c5,6,1
0x0c404f55595ab844d519a084ff1b8cb36aaad1d1,6,5
0x7121cbda61e025eb6639cd797f63aad30f270680,6,3
0x39336391ae3438212b6a25cf7c898826bad882f9,6,1
0xe7dacfa93fee4c6d383afe7136baf23c6957f098,6,2
0xfcafe27f077002603a2cfd25096d8a36ebe9d94d,6,2
0x87d9c2d9990a9f3a18f1377ff20d9945f9eb3792,6,1
0xde46215e67d35972f4c880d59969dd08a4c9fa28,6,1
0x5224f2ffd737c8561dda49a546d26662b1aad7b5,6,1
0x1f6badb8cfe26ae190b3808d3ce04a136a51af38,6,1
0xa4ae7d9f637cde29021b4654f5f45c0cf0702e6d,6,1
0x58abdc25b330edac20e8190851fa6e47147f9bce,6,1
0xdda652dabdd7c9a50cc1fe389b6ae93570539b82,6,1
0xcbe12068cab7a49bb9c9746a734de7a11211a3b1,6,1
0xef5e3d5fcfde88334cb342edb7f1df9b0af6d3a5,6,3
0xe7ddfd19a8c5a18b8186ac471d151c10eb4efc70,6,1
0xaa2e9db394445c28349465b530248233e936a764,6,2
0xa4e0e27ca70537fd9da91676a2385cc00b87cc40,6,1
0xaf568b4acab91a8119994c69b86648271346796d,6,3
0xe4464675b21c1e9f80b839a2bc4ed7a3c586f86e,6,5
0xdb965bbad97d0784afc22a5d82a24c5478faf7f4,6,1
0x027cedb5d69afdd68ce27cf58dd6d05a72edc4f6,6,3
0x333ffbdf76a0dce3c40ef58b2e5fc57893dcabc0,6,1
0xfaf39e9d421db0edb4b2026b4ce7479bf373b79f,6,7
0xcded41aed0080ff9a36e23864ca8161385ef5107,6,8
0x43ff4c088df0a425d1a519d3030a1a3dfff05cfd,6,7
0xa96d5fef3029a46a31bf4865cfde08684a8b9bb3,6,6
0x6bac48867bc94ff20b4c62b21d484a44d04d342c,6,3
0xc8cce8cac93a010b02e3b7e4e083b0465b1d36f2,6,3
0x679a5f7626d27d140a273759c4ebc13b6719eaf9,6,4
0x25d5c9dbc1e12163b973261a08739927e4f72ba8,6,1
0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,6,27
0xd3cba4614e1f2bc23bf7bcf53e7b441d2528965a,6,7
0x8c779811306cee2fafc908c557ccb4be9ff20a01,6,1
0xa88020be4691b6807f4aa2f13cb23186d331091d,6,4
0xeda29227543b2bc0d8e4a5220ef0a34868033a2d,6,20
0x8ff70537cea84dcf6e31f8bb28f0acc89a4030a2,6,3
0x1c190aea1409ac9036ed45e829de2018002ac3d7,6,2
0x9175a64882d239cd35d88aef071e1657c6e03351,6,1
0xa709f9904a4e3cf50816609834175446c2246577,6,5
0x8e894bf5ac281075a1cd1d08129d6691c2e27eda,6,1
0x70b63254a89461f3797c2c6222234e6fd382baa0,6,1
0xc21bb85d3dfadacafaeeeb7955cb198a4356f761,6,1
0x5aa59e166e4405c05abf85ad44a8ed84a1d51a06,6,2
0x98de69fc87790bf9679e5b781a03e6821f3d2f75,6,6
0x18ef89b3f06ddfa0ca1a255fd0c1569ccba8a311,6,1
0x6e8d1cc55c33850102b7d8ababd7a16ce976d2e2,6,38
0xcd8eddd0a27047d53d65f23d483a8a169d54526b,6,2
0xf83c6f387b11cc7d0487b9e644e26cf298275033,6,3
0xe1658051b0a5d018930daa118b602660c2cee20c,6,1
0x3bd59ed16c462b4464091830dab828dce079076f,6,7
0xa91483bca21d07fbb1b3aa45a3b0bdf264c5b497,6,1
0x3a460471ac951110ceeb7519583d0f7d4b2261b5,6,2
0x69d42f6b81c8b0e498e359fd8bebb21b70d4448d,6,1
0x19e900f9ee644b19c566cf4351d15e763768140e,6,1
0xd4b01cd9d122d941a3ea6881e2d9188b38118981,6,1
0xa52899a1a8195c3eef30e0b08658705250e154ae,6,1
0x110d07f9c558442659ab0e27d2fab2951439ba94,6,1
0x5812602b6427e3dae54df18188bd78e428ca9184,6,2
0xc4b5bb7d4f2e3cd6c1784d2ead8ca1c28c6e2921,6,1
0x2722410e27b1e0990dfbd3c3776b435f8dcb53f0,6,2
0x1a760e3a431c8b9c075ed1280c8835a1a0f1651b,6,6
0xbd6f5bdc401ab1ca811e40755f4a2ddad75ce2cc,6,30
0x0725faf58e743002ff5869754b71032d3e88aa02,6,1
0x9ded7b691962446704c7bd7d0dfb1f028a2a52f1,6,1
0x53a9d15e093dcc049a22e13621962be4d5f302f9,6,1
0xae74d4af5310170f8b2c0227b0c8ca70c8e2c78f,6,5
0x870c597d1b52dfc977169778a591f1170b3a2338,6,4
0x204747a864c08644151c7052fa9afd0769edd734,6,1
0xe19a76c6659e34f099441e84bffa638ad6a3ab25,6,1
0x4c6a68b14b8d06d61935fe4f12ee3e1c7fb138d7,6,2
0x4edb4161d16c89b71aec027930a943c3d4cf0777,6,9
0xd1956badc7b9987be6057f88ecba03f0da1500ca,6,1
0x23352719e0992ecadf8c38edfde4b0f4be37ff8d,6,9
0x6f42d6ec2d4614bb59a22f1d185f271403661bd6,6,5
0x74ee28f80783ad06d0a12415001ae04d97da9bc5,6,1
0x7a7e5e58b071e96b674fb9022d1bf368e1907f86,6,5
0x536835937de4340f73d98ac94a6be3da98f51fe3,6,1
0xf5fe364d18f4a5a53badce9a046ba74cfc97f6fb,6,2
0x1863acbf4f98bec1df245f6770a1166e804ce79b,6,1
0x7504be644e129a2b39a9bf0dc0ea2efb90ce501b,6,1
0xaba3abe71987030782b3312f23ca0f199791a748,6,1
0x8886dca35291f05ed5d8e21f083998ea8dceb50f,6,2
0x3129323643d74733ddbcbbf3e2a3c1e4bf59d9b5,6,1
0xbfb8d83a29ad7ef769d34d1b84f526768637b0b4,6,1
0xbd538a24bee43033adfd4eeee99003efa31c31bc,6,2
0x9c3bacade6bbe81a6238110a28628512abf4ec4a,6,1
0x02aee0ce756fa0157294ff3ff48c1dd02adccf04,6,8
0x71ce9ac68b6e90d6847e040cd199f9d6a44828e5,6,1
0xe2c6a4a3a83399775ba104f16f94d2eae905d409,6,1
0xe7cbb8d73e5ca000816910f100d60b5fe33588f7,6,2
0xaea6e95efcf6770d04bc44d398c502b80f51015f,6,2
0x547c0dbd2fc303c8e97475ec072a58de60ec134a,6,12
0x20a507b369227275bd443d373316049fa93d45b3,6,2
0x85222b7cacfb7d5f1831417c900ea33f6ab6c00a,6,1
0x3895aa382876487e5f35793b8ee73ab8036df6ff,6,1
0xacf87623ce89e5b0976d137406d77b271f31c422,6,5
0x72da31304a7245195f4f4cb3bd7607e08ff9648b,6,2
0x763c823e2bdd66538c85736b1784031fa4d993f6,6,1
0xf99f4bd4ec1867c1d5f4e79e7c90483fd8d58f5e,6,5
0x417aff82d2cd9fd39fe790af5798ae865fbe8c48,6,1
0x8f7d7e9adfa6da73273391c57bab0ef22651c7bb,6,2
0x7a601520558b1ca1d51dc253cb061268c5aa0d97,6,1
0x0ffa3739836a6200ea11ad98a09c759c9f247c8c,6,1
0xa74e0784ff6259f1336e763fe7a871978873f8f3,6,2
0x14df5677aa90ec0d64c631621dad80b44f9deaff,6,2
0xa408192c9a7827f96901e290f1c90e7d328fa325,6,9
0x5ddd08caba5936b1185aafc319cc86a380d91695,6,1
0x29746c9d6b317c6df26ac1751d6cb03a55c1b8d5,6,1
0x5d051f2e9f679321fd50ec13a20d01008d11a00e,6,21
0x47c932e74d1bcc4614707640d4abdcf4ac88572b,6,2
0x4caeb7626e1557aca383a25672ffee0a789d8c57,6,1
0x8cb65e1432ea5bed94c207c97c42ac9cb54bf12b,6,1
0xbe67d6800fab847f99f81a8e25b0f8d3391785a2,6,2
