tokenID,itemID,amount
215,210,1
216,210,1
217,210,1
218,210,1
219,210,1
220,210,1
221,210,1
222,210,1
223,210,1
224,210,1
225,210,1
226,210,1
227,210,1
228,210,1
229,210,1
230,210,1
231,210,1
232,210,1
233,210,1
234,210,1
235,210,1
236,210,1
237,210,1
238,210,1
239,210,1
240,210,1
241,210,1
242,210,1
243,210,1
244,210,1
245,210,1
246,210,1
247,210,1
248,210,1
249,210,1
250,210,1
251,210,1
252,210,1
253,210,1
254,210,1
255,210,1
256,210,1
257,210,1
258,210,1
259,210,1
260,210,1
261,210,1
262,210,1
263,210,1
264,210,1
265,210,1
266,210,1
267,210,1
268,210,1
269,210,1
270,210,1
271,210,1
272,210,1
273,210,1
274,210,1
275,210,1
276,210,1
277,210,1
278,210,1
279,210,1
280,210,1
281,210,1
282,210,1
283,210,1
284,210,1
285,210,1
286,210,1
287,210,1
288,210,1
289,210,1
290,210,1
291,210,1
292,210,1
293,210,1
294,210,1
295,210,1
296,210,1
297,210,1
298,210,1
299,210,1
300,210,1
301,210,1
302,210,1
303,210,1
304,210,1
305,210,1
306,210,1
307,210,1
308,210,1
309,210,1
310,210,1
311,210,1
312,210,1
313,210,1
314,210,1
315,210,1
316,210,1
317,210,1
318,210,1
319,210,1
320,210,1
321,210,1
322,210,1
323,210,1
324,210,1
325,210,1
326,210,1
327,210,1
328,210,1
329,210,1
330,210,1
331,210,1
332,210,1
333,210,1
334,210,1
335,210,1
336,210,1
337,210,1
338,210,1
339,210,1
340,210,1
341,210,1
342,210,1
343,210,1
344,210,1
345,210,1
346,210,1
347,210,1
348,210,1
349,210,1
350,210,1
351,210,1
352,210,1
353,210,1
354,210,1
355,210,1
356,210,1
357,210,1
358,210,1
359,210,1
360,210,1
361,210,1
362,210,1
363,210,1
364,210,1
365,210,1
366,210,1
367,210,1
368,210,1
369,210,1
370,210,1
371,210,1
372,210,1
373,210,1
374,210,1
375,210,1
376,210,1
377,210,1
378,210,1
379,210,1
380,210,1
381,210,1
382,210,1
383,210,1
384,210,1
385,210,1
386,210,1
387,210,1
388,210,1
389,210,1
390,210,1
391,210,1
392,210,1
393,210,1
394,210,1
395,210,1
396,210,1
397,210,1
398,210,1
399,210,1
400,210,1
401,210,1
402,210,1
403,210,1
404,210,1
405,210,1
406,210,1
407,210,1
408,210,1
409,210,1
410,210,1
411,210,1
412,210,1
413,210,1
414,210,1
415,210,1
416,210,1
417,210,1
418,210,1
419,210,1
420,210,1
421,210,1
422,210,1
423,210,1
424,210,1
425,210,1
426,210,1
427,210,1
428,210,1
429,210,1
430,210,1
431,210,1
432,210,1
433,210,1
434,210,1
435,210,1
436,210,1
437,210,1
438,210,1
439,210,1
440,210,1
441,210,1
442,210,1
443,210,1
444,210,1
445,210,1
446,210,1
447,210,1
448,210,1
449,210,1
450,210,1
451,210,1
452,210,1
453,210,1
454,210,1
455,210,1
456,210,1
457,210,1
458,210,1
459,210,1
460,210,1
461,210,1
462,210,1
463,210,1
464,210,1
465,210,1
466,210,1
467,210,1
468,210,1
469,210,1
470,210,1
471,210,1
472,210,1
473,210,1
474,210,1
475,210,1
476,210,1
477,210,1
478,210,1
479,210,1
480,210,1
481,210,1
482,210,1
483,210,1
484,210,1
485,210,1
486,210,1
487,210,1
488,210,1
489,210,1
490,210,1
491,210,1
492,210,1
493,210,1
494,210,1
495,210,1
496,210,1
497,210,1
498,210,1
499,210,1
500,210,1
501,210,1
502,210,1
503,210,1
504,210,1
505,210,1
506,210,1
507,210,1
508,210,1
509,210,1
510,210,1
511,210,1
512,210,1
513,210,1
514,210,1
515,210,1
516,210,1
517,210,1
518,210,1
519,210,1
520,210,1
521,210,1
522,210,1
523,210,1
524,210,1
525,210,1
526,210,1
527,210,1
528,210,1
529,210,1
530,210,1
531,210,1
532,210,1
533,210,1
534,210,1
535,210,1
536,210,1
537,210,1
538,210,1
539,210,1
540,210,1
541,210,1
542,210,1
543,210,1
544,210,1
545,210,1
546,210,1
547,210,1
548,210,1
549,210,1
550,210,1
551,210,1
552,210,1
553,210,1
554,210,1
555,210,1
556,210,1
557,210,1
558,210,1
559,210,1
560,210,1
561,210,1
562,210,1
563,210,1
564,210,1
565,210,1
566,210,1
567,210,1
568,210,1
569,210,1
570,210,1
571,210,1
572,210,1
573,210,1
574,210,1
575,210,1
576,210,1
577,210,1
578,210,1
579,210,1
580,210,1
581,210,1
582,210,1
583,210,1
584,210,1
585,210,1
586,210,1
587,210,1
588,210,1
589,210,1
590,210,1
591,210,1
592,210,1
593,210,1
594,210,1
595,210,1
596,210,1
597,210,1
598,210,1
599,210,1
600,210,1
601,210,1
602,210,1
603,210,1
604,210,1
605,210,1
606,210,1
607,210,1
608,210,1
609,210,1
610,210,1
611,210,1
612,210,1
613,210,1
614,210,1
615,210,1
616,210,1
617,210,1
618,210,1
619,210,1
620,210,1
621,210,1
622,210,1
623,210,1
624,210,1
625,210,1
626,210,1
627,210,1
628,210,1
629,210,1
630,210,1
631,210,1
632,210,1
633,210,1
634,210,1
635,210,1
636,210,1
637,210,1
638,210,1
639,210,1
640,210,1
641,210,1
642,210,1
643,210,1
644,210,1
645,210,1
646,210,1
647,210,1
648,210,1
649,210,1
650,210,1
651,210,1
652,210,1
653,210,1
654,210,1
655,210,1
656,210,1
657,210,1
658,210,1
659,210,1
660,210,1
661,210,1
662,210,1
663,210,1
664,210,1
665,210,1
666,210,1
667,210,1
668,210,1
669,210,1
670,210,1
671,210,1
672,210,1
673,210,1
674,210,1
675,210,1
676,210,1
677,210,1
678,210,1
679,210,1
680,210,1
681,210,1
682,210,1
683,210,1
684,210,1
685,210,1
686,210,1
687,210,1
688,210,1
689,210,1
690,210,1
691,210,1
692,210,1
693,210,1
694,210,1
695,210,1
696,210,1
697,210,1
698,210,1
699,210,1
700,210,1
701,210,1
702,210,1
703,210,1
704,210,1
705,210,1
706,210,1
707,210,1
708,210,1
709,210,1
710,210,1
711,210,1
712,210,1
713,210,1
714,210,1
715,210,1
716,210,1
717,210,1
718,210,1
719,210,1
720,210,1
721,210,1
722,210,1
723,210,1
724,210,1
725,210,1
726,210,1
727,210,1
728,210,1
729,210,1
730,210,1
731,210,1
732,210,1
733,210,1
734,210,1
735,210,1
736,210,1
737,210,1
738,210,1
739,210,1
740,210,1
741,210,1
742,210,1
743,210,1
744,210,1
745,210,1
746,210,1
747,210,1
748,210,1
749,210,1
750,210,1
751,210,1
752,210,1
753,210,1
754,210,1
755,210,1
756,210,1
757,210,1
758,210,1
759,210,1
760,210,1
761,210,1
762,210,1
763,210,1
764,210,1
765,210,1
766,210,1
767,210,1
768,210,1
769,210,1
770,210,1
771,210,1
772,210,1
773,210,1
774,210,1
775,210,1
776,210,1
777,210,1
778,210,1
779,210,1
780,210,1
781,210,1
782,210,1
783,210,1
784,210,1
785,210,1
786,210,1
787,210,1
788,210,1
789,210,1
790,210,1
791,210,1
792,210,1
793,210,1
794,210,1
795,210,1
796,210,1
797,210,1
798,210,1
799,210,1
800,210,1
801,210,1
802,210,1
803,210,1
804,210,1
805,210,1
806,210,1
807,210,1
808,210,1
809,210,1
810,210,1
811,210,1
812,210,1
813,210,1
814,210,1
815,210,1
816,210,1
817,210,1
818,210,1
819,210,1
820,210,1
821,210,1
822,210,1
823,210,1
824,210,1
825,210,1
826,210,1
827,210,1
828,210,1
829,210,1
830,210,1
831,210,1
832,210,1
833,210,1
834,210,1
835,210,1
836,210,1
837,210,1
838,210,1
839,210,1
840,210,1
841,210,1
842,210,1
843,210,1
844,210,1
845,210,1
846,210,1
847,210,1
848,210,1
849,210,1
850,210,1
851,210,1
852,210,1
853,210,1
854,210,1
855,210,1
856,210,1
857,210,1
858,210,1
859,210,1
860,210,1
861,210,1
862,210,1
863,210,1
864,210,1
865,210,1
866,210,1
867,210,1
868,210,1
869,210,1
870,210,1
871,210,1
872,210,1
873,210,1
874,210,1
875,210,1
876,210,1
877,210,1
878,210,1
879,210,1
880,210,1
881,210,1
882,210,1
883,210,1
884,210,1
885,210,1
886,210,1
887,210,1
888,210,1
889,210,1
890,210,1
891,210,1
892,210,1
893,210,1
894,210,1
895,210,1
896,210,1
897,210,1
898,210,1
899,210,1
900,210,1
901,210,1
902,210,1
903,210,1
904,210,1
905,210,1
906,210,1
907,210,1
908,210,1
909,210,1
910,210,1
911,210,1
912,210,1
913,210,1
914,210,1
915,210,1
916,210,1
917,210,1
918,210,1
919,210,1
920,210,1
921,210,1
922,210,1
923,210,1
924,210,1
925,210,1
926,210,1
927,210,1
928,210,1
929,210,1
930,210,1
931,210,1
932,210,1
933,210,1
934,210,1
935,210,1
936,210,1
937,210,1
938,210,1
939,210,1
940,210,1
941,210,1
942,210,1
943,210,1
944,210,1
945,210,1
946,210,1
947,210,1
948,210,1
949,210,1
950,210,1
951,210,1
952,210,1
953,210,1
954,210,1
955,210,1
956,210,1
957,210,1
958,210,1
959,210,1
960,210,1
961,210,1
962,210,1
963,210,1
964,210,1
965,210,1
966,210,1
967,210,1
968,210,1
969,210,1
970,210,1
971,210,1
972,210,1
973,210,1
974,210,1
975,210,1
976,210,1
977,210,1
978,210,1
979,210,1
980,210,1
981,210,1
982,210,1
983,210,1
984,210,1
985,210,1
986,210,1
987,210,1
988,210,1
989,210,1
990,210,1
991,210,1
992,210,1
993,210,1
994,210,1
995,210,1
996,210,1
997,210,1
998,210,1
999,210,1
1000,210,1
1001,210,1
1002,210,1
1003,210,1
1004,210,1
1005,210,1
1006,210,1
1007,210,1
1008,210,1
1009,210,1
1010,210,1
1011,210,1
1012,210,1
1013,210,1
1014,210,1
1015,210,1
1016,210,1
1017,210,1
1018,210,1
1019,210,1
1020,210,1
1021,210,1
1022,210,1
1023,210,1
1024,210,1
1025,210,1
1026,210,1
1027,210,1
1028,210,1
1029,210,1
1030,210,1
1031,210,1
1032,210,1
1033,210,1
1034,210,1
1035,210,1
1036,210,1
1037,210,1
1038,210,1
1039,210,1
1040,210,1
1041,210,1
1042,210,1
1043,210,1
1044,210,1
1045,210,1
1046,210,1
1047,210,1
1048,210,1
1049,210,1
1050,210,1
1051,210,1
1052,210,1
1053,210,1
1054,210,1
1055,210,1
1056,210,1
1057,210,1
1058,210,1
1059,210,1
1060,210,1
1061,210,1
1062,210,1
1063,210,1
1064,210,1
1065,210,1
1066,210,1
1067,210,1
1068,210,1
1069,210,1
1070,210,1
1071,210,1
1072,210,1
1073,210,1
1074,210,1
1075,210,1
1076,210,1
1077,210,1
1078,210,1
1079,210,1
1080,210,1
1081,210,1
1082,210,1
1083,210,1
1084,210,1
1085,210,1
1086,210,1
1087,210,1
1088,210,1
1089,210,1
1090,210,1
1091,210,1
1092,210,1
1093,210,1
1094,210,1
1095,210,1
1096,210,1
1097,210,1
1098,210,1
1099,210,1
1100,210,1
1101,210,1
1102,210,1
1103,210,1
1104,210,1
1105,210,1
1106,210,1
1107,210,1
1108,210,1
1109,210,1
1110,210,1
1111,210,1
1112,210,1
1113,210,1
1114,210,1
1115,210,1
1116,210,1
1117,210,1
1118,210,1
1119,210,1
1120,210,1
1121,210,1
1122,210,1
1123,210,1
1124,210,1
1125,210,1
1126,210,1
1127,210,1
1128,210,1
1129,210,1
1130,210,1
1131,210,1
1132,210,1
1133,210,1
1134,210,1
1135,210,1
1136,210,1
1137,210,1
1138,210,1
1139,210,1
1140,210,1
1141,210,1
1142,210,1
1143,210,1
1144,210,1
1145,210,1
1146,210,1
1147,210,1
1148,210,1
1149,210,1
1150,210,1
1151,210,1
1152,210,1
1153,210,1
1154,210,1
1155,210,1
1156,210,1
1157,210,1
1158,210,1
1159,210,1
1160,210,1
1161,210,1
1162,210,1
1163,210,1
1164,210,1
1165,210,1
1166,210,1
1167,210,1
1168,210,1
1169,210,1
1170,210,1
1171,210,1
1172,210,1
1173,210,1
1174,210,1
1175,210,1
1176,210,1
1177,210,1
1178,210,1
1179,210,1
1180,210,1
1181,210,1
1182,210,1
1183,210,1
1184,210,1
1185,210,1
1186,210,1
1187,210,1
1188,210,1
1189,210,1
1190,210,1
1191,210,1
1192,210,1
1193,210,1
1194,210,1
1195,210,1
1196,210,1
1197,210,1
1198,210,1
1199,210,1
1200,210,1
1201,210,1
1202,210,1
1203,210,1
1204,210,1
1205,210,1
1206,210,1
1207,210,1
1208,210,1
1209,210,1
1210,210,1
1211,210,1
1212,210,1
1213,210,1
1214,210,1
1215,210,1
1216,210,1
1217,210,1
1218,210,1
1219,210,1
1220,210,1
1221,210,1
1222,210,1
1223,210,1
1224,210,1
1225,210,1
1226,210,1
1227,210,1
1228,210,1
1229,210,1
1230,210,1
1231,210,1
1232,210,1
1233,210,1
1234,210,1
1235,210,1
1236,210,1
1237,210,1
1238,210,1
1239,210,1
1240,210,1
1241,210,1
1242,210,1
1243,210,1
1244,210,1
1245,210,1
1246,210,1
1247,210,1
1248,210,1
1249,210,1
1250,210,1
1251,210,1
1252,210,1
1253,210,1
1254,210,1
1255,210,1
1256,210,1
1257,210,1
1258,210,1
1259,210,1
1260,210,1
1261,210,1
1262,210,1
1263,210,1
1264,210,1
1265,210,1
1266,210,1
1267,210,1
1268,210,1
1269,210,1
1270,210,1
1271,210,1
1272,210,1
1273,210,1
1274,210,1
1275,210,1
1276,210,1
1277,210,1
1278,210,1
1279,210,1
1280,210,1
1281,210,1
1282,210,1
1283,210,1
1284,210,1
1285,210,1
1286,210,1
1287,210,1
1288,210,1
1289,210,1
1290,210,1
1291,210,1
1292,210,1
1293,210,1
1294,210,1
1295,210,1
1296,210,1
1297,210,1
1298,210,1
1299,210,1
1300,210,1
1301,210,1
1302,210,1
1303,210,1
1304,210,1
1305,210,1
1306,210,1
1307,210,1
1308,210,1
1309,210,1
1310,210,1
1311,210,1
1312,210,1
1313,210,1
1314,210,1
1315,210,1
1316,210,1
1317,210,1
1318,210,1
1319,210,1
1320,210,1
1321,210,1
1322,210,1
1323,210,1
1324,210,1
1325,210,1
1326,210,1
1327,210,1
1328,210,1
1329,210,1
1330,210,1
1331,210,1
1332,210,1
1333,210,1
1334,210,1
1335,210,1
1336,210,1
1337,210,1
1338,210,1
1339,210,1
1340,210,1
1341,210,1
1342,210,1
1343,210,1
1344,210,1
1345,210,1
1346,210,1
1347,210,1
1348,210,1
1349,210,1
1350,210,1
1351,210,1
1352,210,1
1353,210,1
1354,210,1
1355,210,1
1356,210,1
1357,210,1
1358,210,1
1359,210,1
1360,210,1
1361,210,1
1362,210,1
1363,210,1
1364,210,1
1365,210,1
1366,210,1
1367,210,1
1368,210,1
1369,210,1
1370,210,1
1371,210,1
1372,210,1
1373,210,1
1374,210,1
1375,210,1
1376,210,1
1377,210,1
1378,210,1
1379,210,1
1380,210,1
1381,210,1
1382,210,1
1383,210,1
1384,210,1
1385,210,1
1386,210,1
1387,210,1
1388,210,1
1389,210,1
1390,210,1
1391,210,1
1392,210,1
1393,210,1
1394,210,1
1395,210,1
1396,210,1
1397,210,1
1398,210,1
1399,210,1
1400,210,1
1401,210,1
1402,210,1
1403,210,1
1404,210,1
1405,210,1
1406,210,1
1407,210,1
1408,210,1
1409,210,1
1410,210,1
1411,210,1
1412,210,1
1413,210,1
1414,210,1
1415,210,1
1416,210,1
1417,210,1
1418,210,1
1419,210,1
1420,210,1
1421,210,1
1422,210,1
1423,210,1
1424,210,1
1425,210,1
1426,210,1
1427,210,1
1428,210,1
1429,210,1
1430,210,1
1431,210,1
1432,210,1
1433,210,1
1434,210,1
1435,210,1
1436,210,1
1437,210,1
1438,210,1
1439,210,1
1440,210,1
1441,210,1
1442,210,1
1443,210,1
1444,210,1
1445,210,1
1446,210,1
1447,210,1
1448,210,1
1449,210,1
1450,210,1
1451,210,1
1452,210,1
1453,210,1
1454,210,1
1455,210,1
1456,210,1
1457,210,1
1458,210,1
1459,210,1
1460,210,1
1461,210,1
1462,210,1
1463,210,1
1464,210,1
1465,210,1
1466,210,1
1467,210,1
1468,210,1
1469,210,1
1470,210,1
1471,210,1
1472,210,1
1473,210,1
1474,210,1
1475,210,1
1476,210,1
1477,210,1
1478,210,1
1479,210,1
1480,210,1
1481,210,1
1482,210,1
1483,210,1
1484,210,1
1485,210,1
1486,210,1
1487,210,1
1488,210,1
1489,210,1
1490,210,1
1491,210,1
1492,210,1
1493,210,1
1494,210,1
1495,210,1
1496,210,1
1497,210,1
1498,210,1
1499,210,1
1500,210,1
1501,210,1
1502,210,1
1503,210,1
1504,210,1
1505,210,1
1506,210,1
1507,210,1
1508,210,1
1509,210,1
1510,210,1
1511,210,1
1512,210,1
1513,210,1
1514,210,1
1515,210,1
1516,210,1
1517,210,1
1518,210,1
1519,210,1
1520,210,1
1521,210,1
1522,210,1
1523,210,1
1524,210,1
1525,210,1
1526,210,1
1527,210,1
1528,210,1
1529,210,1
1530,210,1
1531,210,1
1532,210,1
1533,210,1
1534,210,1
1535,210,1
1536,210,1
1537,210,1
1538,210,1
1539,210,1
1540,210,1
1541,210,1
1542,210,1
1543,210,1
1544,210,1
1545,210,1
1546,210,1
1547,210,1
1548,210,1
1549,210,1
1550,210,1
1551,210,1
1552,210,1
1553,210,1
1554,210,1
1555,210,1
1556,210,1
1557,210,1
1558,210,1
1559,210,1
1560,210,1
1561,210,1
1562,210,1
1563,210,1
1564,210,1
1565,210,1
1566,210,1
1567,210,1
1568,210,1
1569,210,1
1570,210,1
1571,210,1
1572,210,1
1573,210,1
1574,210,1
1575,210,1
1576,210,1
1577,210,1
1578,210,1
1579,210,1
1580,210,1
1581,210,1
1582,210,1
1583,210,1
1584,210,1
1585,210,1
1586,210,1
1587,210,1
1588,210,1
1589,210,1
1590,210,1
1591,210,1
1592,210,1
1593,210,1
1594,210,1
1595,210,1
1596,210,1
1597,210,1
1598,210,1
1599,210,1
1600,210,1
1601,210,1
1602,210,1
1603,210,1
1604,210,1
1605,210,1
1606,210,1
1607,210,1
1608,210,1
1609,210,1
1610,210,1
1611,210,1
1612,210,1
1613,210,1
1614,210,1
1615,210,1
1616,210,1
1617,210,1
1618,210,1
1619,210,1
1620,210,1
1621,210,1
1622,210,1
1623,210,1
1624,210,1
1625,210,1
1626,210,1
1627,210,1
1628,210,1
1629,210,1
1630,210,1
1631,210,1
1632,210,1
1633,210,1
1634,210,1
1635,210,1
1636,210,1
1637,210,1
1638,210,1
1639,210,1
1640,210,1
1641,210,1
1642,210,1
1643,210,1
1644,210,1
1645,210,1
1646,210,1
1647,210,1
1648,210,1
1649,210,1
1650,210,1
1651,210,1
1652,210,1
1653,210,1
1654,210,1
1655,210,1
1656,210,1
1657,210,1
1658,210,1
1659,210,1
1660,210,1
1661,210,1
1662,210,1
1663,210,1
1664,210,1
1665,210,1
1666,210,1
1667,210,1
1668,210,1
1669,210,1
1670,210,1
1671,210,1
1672,210,1
1673,210,1
1674,210,1
1675,210,1
1676,210,1
1677,210,1
1678,210,1
1679,210,1
1680,210,1
1681,210,1
1682,210,1
1683,210,1
1684,210,1
1685,210,1
1686,210,1
1687,210,1
1688,210,1
1689,210,1
1690,210,1
1691,210,1
1692,210,1
1693,210,1
1694,210,1
1695,210,1
1696,210,1
1697,210,1
1698,210,1
1699,210,1
1700,210,1
1701,210,1
1702,210,1
1703,210,1
1704,210,1
1705,210,1
1706,210,1
1707,210,1
1708,210,1
1709,210,1
1710,210,1
1711,210,1
1712,210,1
1713,210,1
1714,210,1
1715,210,1
1716,210,1
1717,210,1
1718,210,1
1719,210,1
1720,210,1
1721,210,1
1722,210,1
1723,210,1
1724,210,1
1725,210,1
1726,210,1
1727,210,1
1728,210,1
1729,210,1
1730,210,1
1731,210,1
1732,210,1
1733,210,1
1734,210,1
1735,210,1
1736,210,1
1737,210,1
1738,210,1
1739,210,1
1740,210,1
1741,210,1
1742,210,1
1743,210,1
1744,210,1
1745,210,1
1746,210,1
1747,210,1
1748,210,1
1749,210,1
1750,210,1
1751,210,1
1752,210,1
1753,210,1
1754,210,1
1755,210,1
1756,210,1
1757,210,1
1758,210,1
1759,210,1
1760,210,1
1761,210,1
1762,210,1
1763,210,1
1764,210,1
1765,210,1
1766,210,1
1767,210,1
1768,210,1
1769,210,1
1770,210,1
1771,210,1
1772,210,1
1773,210,1
1774,210,1
1775,210,1
1776,210,1
1777,210,1
1778,210,1
1779,210,1
1780,210,1
1781,210,1
1782,210,1
1783,210,1
1784,210,1
1785,210,1
1786,210,1
1787,210,1
1788,210,1
1789,210,1
1790,210,1
1791,210,1
1792,210,1
1793,210,1
1794,210,1
1795,210,1
1796,210,1
1797,210,1
1798,210,1
1799,210,1
1800,210,1
1801,210,1
1802,210,1
1803,210,1
1804,210,1
1805,210,1
1806,210,1
1807,210,1
1808,210,1
1809,210,1
1810,210,1
1811,210,1
1812,210,1
1813,210,1
1814,210,1
1815,210,1
1816,210,1
1817,210,1
1818,210,1
1819,210,1
1820,210,1
1821,210,1
1822,210,1
1823,210,1
1824,210,1
1825,210,1
1826,210,1
1827,210,1
1828,210,1
1829,210,1
1830,210,1
1831,210,1
1832,210,1
1833,210,1
1834,210,1
1835,210,1
1836,210,1
1837,210,1
1838,210,1
1839,210,1
1840,210,1
1841,210,1
1842,210,1
1843,210,1
1844,210,1
1845,210,1
1846,210,1
1847,210,1
1848,210,1
1849,210,1
1850,210,1
1851,210,1
1852,210,1
1853,210,1
1854,210,1
1855,210,1
1856,210,1
1857,210,1
1858,210,1
1859,210,1
1860,210,1
1861,210,1
1862,210,1
1863,210,1
1864,210,1
1865,210,1
1866,210,1
1867,210,1
1868,210,1
1869,210,1
1870,210,1
1871,210,1
1872,210,1
1873,210,1
1874,210,1
1875,210,1
1876,210,1
1877,210,1
1878,210,1
1879,210,1
1880,210,1
1881,210,1
1882,210,1
1883,210,1
1884,210,1
1885,210,1
1886,210,1
1887,210,1
1888,210,1
1889,210,1
1890,210,1
1891,210,1
1892,210,1
1893,210,1
1894,210,1
1895,210,1
1896,210,1
1897,210,1
1898,210,1
1899,210,1
1900,210,1
1901,210,1
1902,210,1
1903,210,1
1904,210,1
1905,210,1
1906,210,1
1907,210,1
1908,210,1
1909,210,1
1910,210,1
1911,210,1
1912,210,1
1913,210,1
1914,210,1
1915,210,1
1916,210,1
1917,210,1
1918,210,1
1919,210,1
1920,210,1
1921,210,1
1922,210,1
1923,210,1
1924,210,1
1925,210,1
1926,210,1
1927,210,1
1928,210,1
1929,210,1
1930,210,1
1931,210,1
1932,210,1
1933,210,1
1934,210,1
1935,210,1
1936,210,1
1937,210,1
1938,210,1
1939,210,1
1940,210,1
1941,210,1
1942,210,1
1943,210,1
1944,210,1
1945,210,1
1946,210,1
1947,210,1
1948,210,1
1949,210,1
1950,210,1
1951,210,1
1952,210,1
1953,210,1
1954,210,1
1955,210,1
1956,210,1
1957,210,1
1958,210,1
1959,210,1
1960,210,1
1961,210,1
1962,210,1
1963,210,1
1964,210,1
1965,210,1
1966,210,1
1967,210,1
1968,210,1
1969,210,1
1970,210,1
1971,210,1
1972,210,1
1973,210,1
1974,210,1
1975,210,1
1976,210,1
1977,210,1
1978,210,1
1979,210,1
1980,210,1
1981,210,1
1982,210,1
1983,210,1
1984,210,1
1985,210,1
1986,210,1
1987,210,1
1988,210,1
1989,210,1
1990,210,1
1991,210,1
1992,210,1
1993,210,1
1994,210,1
1995,210,1
1996,210,1
1997,210,1
1998,210,1
1999,210,1
2000,210,1
2001,210,1
2002,210,1
2003,210,1
2004,210,1
2005,210,1
2006,210,1
2007,210,1
2008,210,1
2009,210,1
2010,210,1
2011,210,1
2012,210,1
2013,210,1
2014,210,1
2015,210,1
2016,210,1
2017,210,1
2018,210,1
2019,210,1
2020,210,1
2021,210,1
2022,210,1
2023,210,1
2024,210,1
2025,210,1
2026,210,1
2027,210,1
2028,210,1
2029,210,1
2030,210,1
2031,210,1
2032,210,1
2033,210,1
2034,210,1
2035,210,1
2036,210,1
2037,210,1
2038,210,1
2039,210,1
2040,210,1
2041,210,1
2042,210,1
2043,210,1
2044,210,1
2045,210,1
2046,210,1
2047,210,1
2048,210,1
2049,210,1
2050,210,1
2051,210,1
2052,210,1
2053,210,1
2054,210,1
2055,210,1
2056,210,1
2057,210,1
2058,210,1
2059,210,1
2060,210,1
2061,210,1
2062,210,1
2063,210,1
2064,210,1
2065,210,1
2066,210,1
2067,210,1
2068,210,1
2069,210,1
2070,210,1
2071,210,1
2072,210,1
2073,210,1
2074,210,1
2075,210,1
2076,210,1
2077,210,1
2078,210,1
2079,210,1
2080,210,1
2081,210,1
2082,210,1
2083,210,1
2084,210,1
2085,210,1
2086,210,1
2087,210,1
2088,210,1
2089,210,1
2090,210,1
2091,210,1
2092,210,1
2093,210,1
2094,210,1
2095,210,1
2096,210,1
2097,210,1
2098,210,1
2099,210,1
2100,210,1
2101,210,1
2102,210,1
2103,210,1
2104,210,1
2105,210,1
2106,210,1
2107,210,1
2108,210,1
2109,210,1
2110,210,1
2111,210,1
2112,210,1
2113,210,1
2114,210,1
2115,210,1
2116,210,1
2117,210,1
2118,210,1
2119,210,1
2120,210,1
2121,210,1
2122,210,1
2123,210,1
2124,210,1
2125,210,1
2126,210,1
2127,210,1
2128,210,1
2129,210,1
2130,210,1
2131,210,1
2132,210,1
2133,210,1
2134,210,1
2135,210,1
2136,210,1
2137,210,1
2138,210,1
